timestamp,service_name,cpu_cores,memory_bytes,cpu_millicores,memory_mb,memory_gb
2026-02-01T03:45:28.368707,carts,0.052,363855872,52,347,0.3388671875
2026-02-01T03:45:28.368707,carts,0.01,125829120,10,120,0.1171875
2026-02-01T03:45:28.368707,catalogue,0.008,16777216,8,16,0.015625
2026-02-01T03:45:28.368707,catalogue,0.005,213909504,5,204,0.19921875
2026-02-01T03:45:28.368707,front,0.063,103809024,63,99,0.0966796875
2026-02-01T03:45:28.368707,orders,0.003,363855872,3,347,0.3388671875
2026-02-01T03:45:28.368707,orders,0.009,119537664,9,114,0.111328125
2026-02-01T03:45:28.368707,payment,0.001,12582912,1,12,0.01171875
2026-02-01T03:45:28.368707,queue,0.005,318767104,5,304,0.296875
2026-02-01T03:45:28.368707,rabbitmq,0.083,128974848,83,123,0.1201171875
2026-02-01T03:45:28.368707,session,0.005,5242880,5,5,0.0048828125
2026-02-01T03:45:28.368707,shipping,0.002,330301440,2,315,0.3076171875
2026-02-01T03:45:28.368707,user,0.002,13631488,2,13,0.0126953125
2026-02-01T03:45:28.368707,user,0.007,48234496,7,46,0.044921875
